통계기준월,시군구,연료별,용도별,승    용,승    합,화    물,특    수,계
200911,서울특별시 양천구,CNG,비사업용,0,0,9,0,9
200911,서울특별시 양천구,CNG,사업용,0,527,0,0,527
200911,서울특별시 양천구,경유,비사업용,"21,097","4,439","12,396",85,"38,017"
200911,서울특별시 양천구,경유,사업용,23,314,"2,272",300,"2,909"
200911,서울특별시 양천구,기타연료,비사업용,3,4,15,2,24
200911,서울특별시 양천구,기타연료,사업용,0,0,120,0,120
200911,서울특별시 양천구,엘피지,비사업용,"11,232","3,742","2,766",0,"17,740"
200911,서울특별시 양천구,엘피지,사업용,"5,006",5,413,0,"5,424"
200911,서울특별시 양천구,하이브리드(LPG+전기),비사업용,46,0,0,0,46
200911,서울특별시 양천구,하이브리드(LPG+전기),사업용,2,0,0,0,2
200911,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,28,0,0,0,28
200911,서울특별시 양천구,휘발유,비사업용,"28,995",19,20,0,"29,034"
200911,서울특별시 양천구,휘발유,사업용,172,0,0,0,172
200911,서울특별시 양천구,휘발유(무연),비사업용,"52,061",66,49,1,"52,177"
200911,서울특별시 양천구,휘발유(무연),사업용,41,0,2,0,43
200911,서울특별시 양천구,휘발유(유연),비사업용,2,0,0,0,2
200912,서울특별시 양천구,계,계,"118,955","9,120","18,071",396,"146,542"
200912,서울특별시 양천구,CNG,비사업용,2,0,9,0,11
200912,서울특별시 양천구,CNG,사업용,0,539,0,0,539
200912,서울특별시 양천구,경유,비사업용,"21,244","4,437","12,421",88,"38,190"
200912,서울특별시 양천구,경유,사업용,26,307,"2,283",305,"2,921"
200912,서울특별시 양천구,기타연료,비사업용,3,5,15,2,25
200912,서울특별시 양천구,기타연료,사업용,0,0,119,0,119
200912,서울특별시 양천구,엘피지,비사업용,"11,238","3,741","2,745",0,"17,724"
200912,서울특별시 양천구,엘피지,사업용,"5,033",5,408,0,"5,446"
200912,서울특별시 양천구,하이브리드(LPG+전기),비사업용,51,0,0,0,51
200912,서울특별시 양천구,하이브리드(LPG+전기),사업용,7,0,0,0,7
200912,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,31,0,0,0,31
200912,서울특별시 양천구,휘발유,비사업용,"29,389",19,20,0,"29,428"
200912,서울특별시 양천구,휘발유,사업용,187,0,0,0,187
200912,서울특별시 양천구,휘발유(무연),비사업용,"51,701",67,49,1,"51,818"
200912,서울특별시 양천구,휘발유(무연),사업용,41,0,2,0,43
200912,서울특별시 양천구,휘발유(유연),비사업용,2,0,0,0,2
201001,서울특별시 양천구,계,계,"119,235","9,022","18,031",392,"146,680"
201001,서울특별시 양천구,CNG,비사업용,2,0,9,0,11
201001,서울특별시 양천구,CNG,사업용,0,548,0,0,548
201001,서울특별시 양천구,경유,비사업용,"21,337","4,391","12,385",89,"38,202"
201001,서울특별시 양천구,경유,사업용,27,307,"2,276",300,"2,910"
201001,서울특별시 양천구,기타연료,비사업용,3,5,15,2,25
201001,서울특별시 양천구,기타연료,사업용,0,0,118,0,118
201001,서울특별시 양천구,엘피지,비사업용,"11,329","3,681","2,742",0,"17,752"
201001,서울특별시 양천구,엘피지,사업용,"5,056",5,416,0,"5,477"
201001,서울특별시 양천구,하이브리드(LPG+전기),비사업용,58,0,0,0,58
201001,서울특별시 양천구,하이브리드(LPG+전기),사업용,7,0,0,0,7
201001,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,33,0,0,0,33
201001,서울특별시 양천구,휘발유,비사업용,"29,593",19,20,0,"29,632"
201001,서울특별시 양천구,휘발유,사업용,208,0,0,0,208
201001,서울특별시 양천구,휘발유(무연),비사업용,"51,538",66,48,1,"51,653"
201001,서울특별시 양천구,휘발유(무연),사업용,42,0,2,0,44
201001,서울특별시 양천구,휘발유(유연),비사업용,2,0,0,0,2
201002,서울특별시 양천구,계,계,"119,270","8,942","18,060",390,"146,662"
201002,서울특별시 양천구,CNG,비사업용,2,0,9,0,11
201002,서울특별시 양천구,CNG,사업용,0,554,0,0,554
201002,서울특별시 양천구,경유,비사업용,"21,387","4,356","12,381",88,"38,212"
201002,서울특별시 양천구,경유,사업용,30,326,"2,279",299,"2,934"
201002,서울특별시 양천구,기타연료,비사업용,3,4,15,2,24
201002,서울특별시 양천구,기타연료,사업용,0,0,121,0,121
201002,서울특별시 양천구,엘피지,비사업용,"11,368","3,616","2,767",0,"17,751"
201002,서울특별시 양천구,엘피지,사업용,"5,082",5,418,0,"5,505"
201002,서울특별시 양천구,하이브리드(LPG+전기),비사업용,65,0,0,0,65
201002,서울특별시 양천구,하이브리드(LPG+전기),사업용,7,0,0,0,7
201002,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,33,0,0,0,33
201002,서울특별시 양천구,휘발유,비사업용,"29,823",18,20,0,"29,861"
201002,서울특별시 양천구,휘발유,사업용,234,0,0,0,234
201002,서울특별시 양천구,휘발유(무연),비사업용,"51,191",63,48,1,"51,303"
201002,서울특별시 양천구,휘발유(무연),사업용,43,0,2,0,45
201002,서울특별시 양천구,휘발유(유연),비사업용,2,0,0,0,2
201003,서울특별시 양천구,계,계,"119,370","8,863","18,043",390,"146,666"
201003,서울특별시 양천구,CNG,비사업용,2,0,9,0,11
201003,서울특별시 양천구,CNG,사업용,0,554,0,0,554
201003,서울특별시 양천구,경유,비사업용,"21,411","4,311","12,361",85,"38,168"
201003,서울특별시 양천구,경유,사업용,30,335,"2,252",302,"2,919"
201003,서울특별시 양천구,기타연료,비사업용,3,6,15,2,26
201003,서울특별시 양천구,기타연료,사업용,0,0,121,0,121
201003,서울특별시 양천구,엘피지,비사업용,"11,405","3,572","2,800",0,"17,777"
201003,서울특별시 양천구,엘피지,사업용,"5,101",6,414,0,"5,521"
201003,서울특별시 양천구,하이브리드(LPG+전기),비사업용,67,0,0,0,67
201003,서울특별시 양천구,하이브리드(LPG+전기),사업용,7,0,0,0,7
201003,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,35,0,0,0,35
201003,서울특별시 양천구,휘발유,비사업용,"30,156",18,21,0,"30,195"
201003,서울특별시 양천구,휘발유,사업용,239,0,0,0,239
201003,서울특별시 양천구,휘발유(무연),비사업용,"50,867",61,48,1,"50,977"
201003,서울특별시 양천구,휘발유(무연),사업용,45,0,2,0,47
201003,서울특별시 양천구,휘발유(유연),비사업용,2,0,0,0,2
201004,서울특별시 양천구,계,계,"119,561","8,870","18,048",393,"146,872"
201004,서울특별시 양천구,CNG,비사업용,3,0,9,0,12
201004,서울특별시 양천구,CNG,사업용,1,566,0,0,567
201004,서울특별시 양천구,경유,비사업용,"21,461","4,312","12,341",85,"38,199"
201004,서울특별시 양천구,경유,사업용,33,334,"2,240",305,"2,912"
201004,서울특별시 양천구,기타연료,비사업용,3,4,16,2,25
201004,서울특별시 양천구,기타연료,사업용,0,0,119,0,119
201004,서울특별시 양천구,엘피지,비사업용,"11,394","3,569","2,839",0,"17,802"
201004,서울특별시 양천구,엘피지,사업용,"5,119",6,415,0,"5,540"
201004,서울특별시 양천구,하이브리드(LPG+전기),비사업용,67,0,0,0,67
201004,서울특별시 양천구,하이브리드(LPG+전기),사업용,7,0,0,0,7
201004,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,38,0,0,0,38
201004,서울특별시 양천구,휘발유,비사업용,"30,403",18,22,0,"30,443"
201004,서울특별시 양천구,휘발유,사업용,253,0,0,0,253
201004,서울특별시 양천구,휘발유(무연),비사업용,"50,713",61,46,1,"50,821"
201004,서울특별시 양천구,휘발유(무연),사업용,64,0,1,0,65
201004,서울특별시 양천구,휘발유(유연),비사업용,2,0,0,0,2
201005,서울특별시 양천구,계,계,"119,530","8,838","18,010",393,"146,771"
201005,서울특별시 양천구,CNG,비사업용,4,0,9,0,13
201005,서울특별시 양천구,CNG,사업용,1,568,0,0,569
201005,서울특별시 양천구,경유,비사업용,"21,447","4,306","12,335",85,"38,173"
201005,서울특별시 양천구,경유,사업용,33,343,"2,218",305,"2,899"
201005,서울특별시 양천구,기타연료,비사업용,3,5,18,2,28
201005,서울특별시 양천구,기타연료,사업용,0,0,119,0,119
201005,서울특별시 양천구,엘피지,비사업용,"11,405","3,530","2,824",0,"17,759"
201005,서울특별시 양천구,엘피지,사업용,"5,158",7,417,0,"5,582"
201005,서울특별시 양천구,하이브리드(LPG+전기),비사업용,71,0,0,0,71
201005,서울특별시 양천구,하이브리드(LPG+전기),사업용,7,0,0,0,7
201005,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,39,0,0,0,39
201005,서울특별시 양천구,휘발유,비사업용,"30,583",18,23,0,"30,624"
201005,서울특별시 양천구,휘발유,사업용,275,0,0,0,275
201005,서울특별시 양천구,휘발유(무연),비사업용,"50,451",61,46,1,"50,559"
201005,서울특별시 양천구,휘발유(무연),사업용,52,0,1,0,53
201005,서울특별시 양천구,휘발유(유연),비사업용,1,0,0,0,1
201006,서울특별시 양천구,계,계,"119,662","8,734","17,951",392,"146,739"
201006,서울특별시 양천구,CNG,비사업용,4,0,9,0,13
201006,서울특별시 양천구,CNG,사업용,1,589,0,0,590
201006,서울특별시 양천구,경유,비사업용,"21,538","4,278","12,324",86,"38,226"
201006,서울특별시 양천구,경유,사업용,35,294,"2,187",303,"2,819"
201006,서울특별시 양천구,기타연료,비사업용,3,6,19,2,30
201006,서울특별시 양천구,기타연료,사업용,0,0,119,0,119
201006,서울특별시 양천구,엘피지,비사업용,"11,414","3,487","2,814",0,"17,715"
201006,서울특별시 양천구,엘피지,사업용,"5,138",3,409,0,"5,550"
201006,서울특별시 양천구,하이브리드(LPG+전기),비사업용,74,0,0,0,74
201006,서울특별시 양천구,하이브리드(LPG+전기),사업용,15,0,0,0,15
201006,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,40,0,0,0,40
201006,서울특별시 양천구,휘발유,비사업용,"30,843",18,23,0,"30,884"
201006,서울특별시 양천구,휘발유,사업용,289,0,0,0,289
201006,서울특별시 양천구,휘발유(무연),비사업용,"50,221",59,46,1,"50,327"
201006,서울특별시 양천구,휘발유(무연),사업용,46,0,1,0,47
201006,서울특별시 양천구,휘발유(유연),비사업용,1,0,0,0,1
201007,서울특별시 양천구,계,계,"119,870","8,656","17,907",385,"146,818"
201007,서울특별시 양천구,CNG,비사업용,5,0,9,0,14
201007,서울특별시 양천구,CNG,사업용,2,604,0,0,606
201007,서울특별시 양천구,경유,비사업용,"21,586","4,229","12,298",87,"38,200"
201007,서울특별시 양천구,경유,사업용,36,271,"2,172",295,"2,774"
201007,서울특별시 양천구,기타연료,비사업용,3,6,19,2,30
201007,서울특별시 양천구,기타연료,사업용,0,0,109,0,109
201007,서울특별시 양천구,엘피지,비사업용,"11,427","3,467","2,825",0,"17,719"
201007,서울특별시 양천구,엘피지,사업용,"5,145",3,406,0,"5,554"
201007,서울특별시 양천구,하이브리드(LPG+전기),비사업용,79,0,0,0,79
201007,서울특별시 양천구,하이브리드(LPG+전기),사업용,15,0,0,0,15
201007,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,40,0,0,0,40
201007,서울특별시 양천구,휘발유,비사업용,"31,125",18,22,0,"31,165"
201007,서울특별시 양천구,휘발유,사업용,290,0,0,0,290
201007,서울특별시 양천구,휘발유(무연),비사업용,"50,045",58,46,1,"50,150"
201007,서울특별시 양천구,휘발유(무연),사업용,71,0,1,0,72
201007,서울특별시 양천구,휘발유(유연),비사업용,1,0,0,0,1
201008,서울특별시 양천구,계,계,"119,412","8,576","17,839",379,"146,206"
201008,서울특별시 양천구,CNG,비사업용,5,0,9,0,14
201008,서울특별시 양천구,CNG,사업용,3,607,0,0,610
201008,서울특별시 양천구,경유,비사업용,"21,607","4,209","12,262",86,"38,164"
201008,서울특별시 양천구,경유,사업용,21,258,"2,145",290,"2,714"
201008,서울특별시 양천구,기타연료,비사업용,3,6,19,2,30
201008,서울특별시 양천구,기타연료,사업용,0,0,104,0,104
201008,서울특별시 양천구,엘피지,비사업용,"11,442","3,417","2,831",0,"17,690"
201008,서울특별시 양천구,엘피지,사업용,"5,009",4,399,0,"5,412"
201008,서울특별시 양천구,하이브리드(LPG+전기),비사업용,76,0,0,0,76
201008,서울특별시 양천구,하이브리드(LPG+전기),사업용,2,0,0,0,2
201008,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,43,0,0,0,43
201008,서울특별시 양천구,휘발유,비사업용,"31,277",18,23,0,"31,318"
201008,서울특별시 양천구,휘발유,사업용,182,0,0,0,182
201008,서울특별시 양천구,휘발유(무연),비사업용,"49,731",57,46,1,"49,835"
201008,서울특별시 양천구,휘발유(무연),사업용,10,0,1,0,11
201008,서울특별시 양천구,휘발유(유연),비사업용,1,0,0,0,1
201009,서울특별시 양천구,계,계,"119,642","8,574","17,965",381,"146,562"
201009,서울특별시 양천구,CNG,비사업용,4,0,9,0,13
201009,서울특별시 양천구,CNG,사업용,3,607,0,0,610
201009,서울특별시 양천구,경유,비사업용,"21,653","4,231","12,292",86,"38,262"
201009,서울특별시 양천구,경유,사업용,22,259,"2,204",292,"2,777"
201009,서울특별시 양천구,기타연료,비사업용,4,7,20,2,33
201009,서울특별시 양천구,기타연료,사업용,0,0,112,0,112
201009,서울특별시 양천구,엘피지,비사업용,"11,466","3,390","2,861",0,"17,717"
201009,서울특별시 양천구,엘피지,사업용,"5,029",5,397,0,"5,431"
201009,서울특별시 양천구,하이브리드(LPG+전기),비사업용,79,0,0,0,79
201009,서울특별시 양천구,하이브리드(LPG+전기),사업용,2,0,0,0,2
201009,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,49,0,0,0,49
201009,서울특별시 양천구,휘발유,비사업용,"31,500",18,23,0,"31,541"
201009,서울특별시 양천구,휘발유,사업용,185,0,0,0,185
201009,서울특별시 양천구,휘발유(무연),비사업용,"49,634",57,46,1,"49,738"
201009,서울특별시 양천구,휘발유(무연),사업용,11,0,1,0,12
201009,서울특별시 양천구,휘발유(유연),비사업용,1,0,0,0,1
201010,서울특별시 양천구,계,계,"119,914","8,629","17,952",386,"146,881"
201010,서울특별시 양천구,CNG,비사업용,4,0,9,0,13
201010,서울특별시 양천구,CNG,사업용,3,640,0,0,643
201010,서울특별시 양천구,경유,비사업용,"21,707","4,241","12,312",86,"38,346"
201010,서울특별시 양천구,경유,사업용,22,264,"2,180",297,"2,763"
201010,서울특별시 양천구,기타연료,비사업용,4,7,22,2,35
201010,서울특별시 양천구,기타연료,사업용,0,0,111,0,111
201010,서울특별시 양천구,엘피지,비사업용,"11,496","3,397","2,848",0,"17,741"
201010,서울특별시 양천구,엘피지,사업용,"5,034",5,402,0,"5,441"
201010,서울특별시 양천구,하이브리드(LPG+전기),비사업용,78,0,0,0,78
201010,서울특별시 양천구,하이브리드(LPG+전기),사업용,2,0,0,0,2
201010,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,50,0,0,0,50
201010,서울특별시 양천구,휘발유,비사업용,"31,749",17,22,0,"31,788"
201010,서울특별시 양천구,휘발유,사업용,192,0,0,0,192
201010,서울특별시 양천구,휘발유(무연),비사업용,"49,550",58,45,1,"49,654"
201010,서울특별시 양천구,휘발유(무연),사업용,22,0,1,0,23
201010,서울특별시 양천구,휘발유(유연),비사업용,1,0,0,0,1
201011,서울특별시 양천구,계,계,"119,938","8,563","17,881",387,"146,769"
201011,서울특별시 양천구,CNG,비사업용,5,0,9,0,14
201011,서울특별시 양천구,CNG,사업용,3,656,0,0,659
201011,서울특별시 양천구,경유,비사업용,"21,743","4,221","12,306",87,"38,357"
201011,서울특별시 양천구,경유,사업용,22,245,"2,167",297,"2,731"
201011,서울특별시 양천구,기타연료,비사업용,4,8,23,2,37
201011,서울특별시 양천구,기타연료,사업용,0,0,108,0,108
201011,서울특별시 양천구,엘피지,비사업용,"11,467","3,352","2,800",0,"17,619"
201011,서울특별시 양천구,엘피지,사업용,"5,050",5,399,0,"5,454"
201011,서울특별시 양천구,하이브리드(LPG+전기),비사업용,78,0,0,0,78
201011,서울특별시 양천구,하이브리드(LPG+전기),사업용,2,0,0,0,2
201011,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,53,0,0,0,53
201011,서울특별시 양천구,휘발유,비사업용,"31,853",17,22,0,"31,892"
201011,서울특별시 양천구,휘발유,사업용,203,0,0,0,203
201011,서울특별시 양천구,휘발유(무연),비사업용,"49,430",59,46,1,"49,536"
201011,서울특별시 양천구,휘발유(무연),사업용,24,0,1,0,25
201011,서울특별시 양천구,휘발유(유연),비사업용,1,0,0,0,1
201012,서울특별시 양천구,계,계,"119,722","8,516","17,850",382,"146,470"
201012,서울특별시 양천구,CNG,비사업용,6,0,9,0,15
201012,서울특별시 양천구,CNG,사업용,3,668,0,0,671
201012,서울특별시 양천구,경유,비사업용,"21,741","4,218","12,303",84,"38,346"
201012,서울특별시 양천구,경유,사업용,24,231,"2,150",296,"2,701"
201012,서울특별시 양천구,기타연료,비사업용,4,8,24,2,38
201012,서울특별시 양천구,기타연료,사업용,0,0,108,0,108
201012,서울특별시 양천구,엘피지,비사업용,"11,425","3,310","2,797",0,"17,532"
201012,서울특별시 양천구,엘피지,사업용,"5,035",6,392,0,"5,433"
201012,서울특별시 양천구,하이브리드(LPG+전기),비사업용,79,0,0,0,79
201012,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,58,0,0,0,58
201012,서울특별시 양천구,휘발유,비사업용,"31,970",17,22,0,"32,009"
201012,서울특별시 양천구,휘발유,사업용,203,0,0,0,203
201012,서울특별시 양천구,휘발유(무연),비사업용,"49,149",58,44,0,"49,251"
201012,서울특별시 양천구,휘발유(무연),사업용,24,0,1,0,25
201012,서울특별시 양천구,휘발유(유연),비사업용,1,0,0,0,1
201101,서울특별시 양천구,계,계,"120,052","8,521","17,866",387,"146,826"
201101,서울특별시 양천구,CNG,비사업용,6,0,9,0,15
201101,서울특별시 양천구,CNG,사업용,3,668,0,0,671
201101,서울특별시 양천구,경유,비사업용,"21,813","4,252","12,321",85,"38,471"
201101,서울특별시 양천구,경유,사업용,23,239,"2,149",300,"2,711"
201101,서울특별시 양천구,기타연료,비사업용,4,8,26,2,40
201101,서울특별시 양천구,기타연료,사업용,0,0,105,0,105
201101,서울특별시 양천구,엘피지,비사업용,"11,417","3,272","2,796",0,"17,485"
201101,서울특별시 양천구,엘피지,사업용,"5,041",6,393,0,"5,440"
201101,서울특별시 양천구,하이브리드(LPG+전기),비사업용,85,0,0,0,85
201101,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,62,0,0,0,62
201101,서울특별시 양천구,휘발유,비사업용,"32,151",18,22,0,"32,191"
201101,서울특별시 양천구,휘발유,사업용,203,0,0,0,203
201101,서울특별시 양천구,휘발유(무연),비사업용,"49,218",58,44,0,"49,320"
201101,서울특별시 양천구,휘발유(무연),사업용,24,0,1,0,25
201101,서울특별시 양천구,휘발유(유연),비사업용,2,0,0,0,2
201102,서울특별시 양천구,계,계,"120,038","8,495","17,811",386,"146,730"
201102,서울특별시 양천구,CNG,비사업용,6,0,10,0,16
201102,서울특별시 양천구,CNG,사업용,3,668,0,0,671
201102,서울특별시 양천구,경유,비사업용,"21,850","4,245","12,295",85,"38,475"
201102,서울특별시 양천구,경유,사업용,24,246,"2,153",299,"2,722"
201102,서울특별시 양천구,기타연료,비사업용,4,9,26,2,41
201102,서울특별시 양천구,기타연료,사업용,0,0,105,0,105
201102,서울특별시 양천구,엘피지,비사업용,"11,360","3,246","2,766",0,"17,372"
201102,서울특별시 양천구,엘피지,사업용,"5,049",6,388,0,"5,443"
201102,서울특별시 양천구,하이브리드(LPG+전기),비사업용,90,0,0,0,90
201102,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,71,0,0,0,71
201102,서울특별시 양천구,휘발유,비사업용,"32,235",18,24,0,"32,277"
201102,서울특별시 양천구,휘발유,사업용,160,0,0,0,160
201102,서울특별시 양천구,휘발유(무연),비사업용,"49,160",57,43,0,"49,260"
201102,서울특별시 양천구,휘발유(무연),사업용,25,0,1,0,26
201102,서울특별시 양천구,휘발유(유연),비사업용,1,0,0,0,1
201103,서울특별시 양천구,계,계,"120,060","8,454","17,708",384,"146,606"
201103,서울특별시 양천구,CNG,비사업용,7,0,10,0,17
201103,서울특별시 양천구,CNG,사업용,4,668,0,0,672
201103,서울특별시 양천구,경유,비사업용,"21,893","4,237","12,251",87,"38,468"
201103,서울특별시 양천구,경유,사업용,23,264,"2,159",295,"2,741"
201103,서울특별시 양천구,기타연료,비사업용,3,10,27,2,42
201103,서울특별시 양천구,기타연료,사업용,0,0,104,0,104
201103,서울특별시 양천구,엘피지,비사업용,"11,330","3,198","2,714",0,"17,242"
201103,서울특별시 양천구,엘피지,사업용,"5,064",6,378,0,"5,448"
201103,서울특별시 양천구,전기,비사업용,1,0,0,0,1
201103,서울특별시 양천구,하이브리드(LPG+전기),비사업용,89,0,0,0,89
201103,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,76,0,0,0,76
201103,서울특별시 양천구,휘발유,비사업용,"32,375",17,23,0,"32,415"
201103,서울특별시 양천구,휘발유,사업용,158,0,0,0,158
201103,서울특별시 양천구,휘발유(무연),비사업용,"49,011",54,41,0,"49,106"
201103,서울특별시 양천구,휘발유(무연),사업용,25,0,1,0,26
201103,서울특별시 양천구,휘발유(유연),비사업용,1,0,0,0,1
201104,서울특별시 양천구,계,계,"119,956","8,376","17,644",388,"146,364"
201104,서울특별시 양천구,CNG,비사업용,8,0,11,0,19
201104,서울특별시 양천구,CNG,사업용,6,668,0,0,674
201104,서울특별시 양천구,경유,비사업용,"21,950","4,193","12,219",89,"38,451"
201104,서울특별시 양천구,경유,사업용,25,273,"2,149",297,"2,744"
201104,서울특별시 양천구,기타연료,비사업용,3,10,28,2,43
201104,서울특별시 양천구,기타연료,사업용,0,0,105,0,105
201104,서울특별시 양천구,엘피지,비사업용,"11,288","3,158","2,690",0,"17,136"
201104,서울특별시 양천구,엘피지,사업용,"4,951",6,376,0,"5,333"
201104,서울특별시 양천구,전기,비사업용,1,0,0,0,1
201104,서울특별시 양천구,하이브리드(LPG+전기),비사업용,91,0,0,0,91
201104,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,78,0,0,0,78
201104,서울특별시 양천구,휘발유,비사업용,"32,469",17,23,0,"32,509"
201104,서울특별시 양천구,휘발유,사업용,166,0,0,0,166
201104,서울특별시 양천구,휘발유(무연),비사업용,"48,890",51,42,0,"48,983"
201104,서울특별시 양천구,휘발유(무연),사업용,29,0,1,0,30
201104,서울특별시 양천구,휘발유(유연),비사업용,1,0,0,0,1
201105,서울특별시 양천구,계,계,"119,765","8,331","17,581",389,"146,066"
201105,서울특별시 양천구,CNG,비사업용,7,0,11,0,18
201105,서울특별시 양천구,CNG,사업용,9,668,0,0,677
201105,서울특별시 양천구,경유,비사업용,"22,000","4,184","12,222",90,"38,496"
201105,서울특별시 양천구,경유,사업용,23,274,"2,137",297,"2,731"
201105,서울특별시 양천구,기타연료,비사업용,3,11,30,2,46
201105,서울특별시 양천구,기타연료,사업용,0,0,92,0,92
201105,서울특별시 양천구,엘피지,비사업용,"11,260","3,120","2,645",0,"17,025"
201105,서울특별시 양천구,엘피지,사업용,"4,952",6,380,0,"5,338"
201105,서울특별시 양천구,전기,비사업용,1,0,0,0,1
201105,서울특별시 양천구,하이브리드(LPG+전기),비사업용,91,0,0,0,91
201105,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,81,0,0,0,81
201105,서울특별시 양천구,휘발유,비사업용,"32,599",17,22,0,"32,638"
201105,서울특별시 양천구,휘발유,사업용,44,0,0,0,44
201105,서울특별시 양천구,휘발유(무연),비사업용,"48,682",51,41,0,"48,774"
201105,서울특별시 양천구,휘발유(무연),사업용,12,0,1,0,13
201105,서울특별시 양천구,휘발유(유연),비사업용,1,0,0,0,1
201106,서울특별시 양천구,계,계,"119,920","8,321","17,489",389,"146,119"
201106,서울특별시 양천구,CNG,비사업용,9,0,11,0,20
201106,서울특별시 양천구,CNG,사업용,13,672,0,0,685
201106,서울특별시 양천구,경유,비사업용,"22,079","4,188","12,194",90,"38,551"
201106,서울특별시 양천구,경유,사업용,24,279,"2,089",297,"2,689"
201106,서울특별시 양천구,기타연료,비사업용,3,11,31,2,47
201106,서울특별시 양천구,기타연료,사업용,0,0,85,0,85
201106,서울특별시 양천구,엘피지,비사업용,"11,257","3,100","2,643",0,"17,000"
201106,서울특별시 양천구,엘피지,사업용,"4,945",6,374,0,"5,325"
201106,서울특별시 양천구,전기,비사업용,1,0,0,0,1
201106,서울특별시 양천구,하이브리드(LPG+전기),비사업용,97,0,0,0,97
201106,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,95,0,0,0,95
201106,서울특별시 양천구,휘발유,비사업용,"32,744",16,21,0,"32,781"
201106,서울특별시 양천구,휘발유,사업용,45,0,0,0,45
201106,서울특별시 양천구,휘발유(무연),비사업용,"48,594",49,40,0,"48,683"
201106,서울특별시 양천구,휘발유(무연),사업용,13,0,1,0,14
201106,서울특별시 양천구,휘발유(유연),비사업용,1,0,0,0,1
201107,서울특별시 양천구,계,계,"120,369","8,333","17,495",388,"146,585"
201107,서울특별시 양천구,CNG,비사업용,12,0,11,0,23
201107,서울특별시 양천구,CNG,사업용,14,672,0,0,686
201107,서울특별시 양천구,경유,비사업용,"22,206","4,208","12,243",88,"38,745"
201107,서울특별시 양천구,경유,사업용,24,289,"2,087",298,"2,698"
201107,서울특별시 양천구,기타연료,비사업용,3,12,32,2,49
201107,서울특별시 양천구,기타연료,사업용,0,0,84,0,84
201107,서울특별시 양천구,엘피지,비사업용,"11,275","3,081","2,610",0,"16,966"
201107,서울특별시 양천구,엘피지,사업용,"5,064",6,367,0,"5,437"
201107,서울특별시 양천구,전기,비사업용,1,0,0,0,1
201107,서울특별시 양천구,하이브리드(LPG+전기),비사업용,98,0,0,0,98
201107,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,110,0,0,0,110
201107,서울특별시 양천구,휘발유,비사업용,"32,942",17,20,0,"32,979"
201107,서울특별시 양천구,휘발유,사업용,50,0,0,0,50
201107,서울특별시 양천구,휘발유(무연),비사업용,"48,556",48,40,0,"48,644"
201107,서울특별시 양천구,휘발유(무연),사업용,13,0,1,0,14
201107,서울특별시 양천구,휘발유(유연),비사업용,1,0,0,0,1
201108,서울특별시 양천구,계,계,"120,711","8,301","17,360",386,"146,758"
201108,서울특별시 양천구,CNG,비사업용,12,2,11,0,25
201108,서울특별시 양천구,CNG,사업용,14,672,0,0,686
201108,서울특별시 양천구,경유,비사업용,"22,312","4,216","12,161",89,"38,778"
201108,서울특별시 양천구,경유,사업용,24,281,"2,082",295,"2,682"
201108,서울특별시 양천구,기타연료,비사업용,3,12,33,2,50
201108,서울특별시 양천구,기타연료,사업용,0,0,83,0,83
201108,서울특별시 양천구,엘피지,비사업용,"11,283","3,047","2,564",0,"16,894"
201108,서울특별시 양천구,엘피지,사업용,"5,044",6,367,0,"5,417"
201108,서울특별시 양천구,전기,비사업용,1,0,0,0,1
201108,서울특별시 양천구,하이브리드(LPG+전기),비사업용,101,0,0,0,101
201108,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,124,0,0,0,124
201108,서울특별시 양천구,휘발유,비사업용,"33,193",17,19,0,"33,229"
201108,서울특별시 양천구,휘발유,사업용,49,0,0,0,49
201108,서울특별시 양천구,휘발유(무연),비사업용,"48,536",48,39,0,"48,623"
201108,서울특별시 양천구,휘발유(무연),사업용,14,0,1,0,15
201108,서울특별시 양천구,휘발유(유연),비사업용,1,0,0,0,1
201109,서울특별시 양천구,계,계,"120,994","8,270","17,362",388,"147,014"
201109,서울특별시 양천구,CNG,비사업용,14,2,11,0,27
201109,서울특별시 양천구,CNG,사업용,16,676,0,0,692
201109,서울특별시 양천구,경유,비사업용,"22,430","4,201","12,198",89,"38,918"
