통계기준월,시군구,연료별,용도별,승    용,승    합,화    물,특    수,계
201112,서울특별시 양천구,엘피지,사업용,"5,028",7,353,0,"5,388"
201112,서울특별시 양천구,전기,비사업용,1,0,0,0,1
201112,서울특별시 양천구,하이브리드(LPG+전기),비사업용,105,0,0,0,105
201112,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,191,0,0,0,191
201112,서울특별시 양천구,휘발유,비사업용,"33,549",17,19,0,"33,585"
201112,서울특별시 양천구,휘발유,사업용,57,0,0,0,57
201112,서울특별시 양천구,휘발유(무연),비사업용,"48,088",44,39,0,"48,171"
201112,서울특별시 양천구,휘발유(무연),사업용,18,0,1,0,19
201112,서울특별시 양천구,휘발유(유연),비사업용,1,0,0,0,1
201201,서울특별시 양천구,계,계,"120,972","8,174","17,286",393,"146,825"
201201,서울특별시 양천구,CNG,비사업용,14,2,11,0,27
201201,서울특별시 양천구,CNG,사업용,21,667,0,0,688
201201,서울특별시 양천구,경유,비사업용,"22,633","4,211","12,220",87,"39,151"
201201,서울특별시 양천구,경유,사업용,28,268,"2,072",305,"2,673"
201201,서울특별시 양천구,기타연료,비사업용,3,12,37,1,53
201201,서울특별시 양천구,기타연료,사업용,0,0,82,0,82
201201,서울특별시 양천구,엘피지,비사업용,"11,210","2,944","2,445",0,"16,599"
201201,서울특별시 양천구,엘피지,사업용,"4,936",8,360,0,"5,304"
201201,서울특별시 양천구,전기,비사업용,1,0,0,0,1
201201,서울특별시 양천구,하이브리드(LPG+전기),비사업용,104,0,0,0,104
201201,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,199,0,0,0,199
201201,서울특별시 양천구,휘발유,비사업용,"33,620",17,19,0,"33,656"
201201,서울특별시 양천구,휘발유,사업용,54,0,0,0,54
201201,서울특별시 양천구,휘발유(무연),비사업용,"48,130",45,39,0,"48,214"
201201,서울특별시 양천구,휘발유(무연),사업용,18,0,1,0,19
201201,서울특별시 양천구,휘발유(유연),비사업용,1,0,0,0,1
201202,서울특별시 양천구,계,계,"121,059","8,124","17,275",396,"146,854"
201202,서울특별시 양천구,CNG,비사업용,16,2,11,0,29
201202,서울특별시 양천구,CNG,사업용,22,667,0,0,689
201202,서울특별시 양천구,경유,비사업용,"22,722","4,215","12,215",87,"39,239"
201202,서울특별시 양천구,경유,사업용,28,270,"2,097",308,"2,703"
201202,서울특별시 양천구,기타연료,비사업용,3,12,39,1,55
201202,서울특별시 양천구,기타연료,사업용,0,0,83,0,83
201202,서울특별시 양천구,엘피지,비사업용,"11,188","2,889","2,410",0,"16,487"
201202,서울특별시 양천구,엘피지,사업용,"4,961",8,362,0,"5,331"
201202,서울특별시 양천구,전기,비사업용,1,0,0,0,1
201202,서울특별시 양천구,하이브리드(LPG+전기),비사업용,101,0,0,0,101
201202,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,216,0,0,0,216
201202,서울특별시 양천구,휘발유,비사업용,"33,677",16,19,0,"33,712"
201202,서울특별시 양천구,휘발유,사업용,55,0,0,0,55
201202,서울특별시 양천구,휘발유(무연),비사업용,"48,047",45,38,0,"48,130"
201202,서울특별시 양천구,휘발유(무연),사업용,21,0,1,0,22
201202,서울특별시 양천구,휘발유(유연),비사업용,1,0,0,0,1
201203,서울특별시 양천구,계,계,"120,993","8,087","17,207",377,"146,664"
201203,서울특별시 양천구,CNG,비사업용,16,2,12,0,30
201203,서울특별시 양천구,CNG,사업용,24,667,0,0,691
201203,서울특별시 양천구,경유,비사업용,"22,807","4,204","12,199",90,"39,300"
201203,서울특별시 양천구,경유,사업용,27,282,"2,088",286,"2,683"
201203,서울특별시 양천구,기타연료,비사업용,3,12,40,1,56
201203,서울특별시 양천구,기타연료,사업용,0,0,72,0,72
201203,서울특별시 양천구,엘피지,비사업용,"11,213","2,851","2,372",0,"16,436"
201203,서울특별시 양천구,엘피지,사업용,"4,950",8,365,0,"5,323"
201203,서울특별시 양천구,전기,비사업용,1,0,0,0,1
201203,서울특별시 양천구,하이브리드(LPG+전기),비사업용,102,0,0,0,102
201203,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,229,0,0,0,229
201203,서울특별시 양천구,휘발유,비사업용,"33,687",15,19,0,"33,721"
201203,서울특별시 양천구,휘발유,사업용,50,0,0,0,50
201203,서울특별시 양천구,휘발유(무연),비사업용,"47,859",46,39,0,"47,944"
201203,서울특별시 양천구,휘발유(무연),사업용,24,0,1,0,25
201203,서울특별시 양천구,휘발유(유연),비사업용,1,0,0,0,1
201204,서울특별시 양천구,계,계,"121,083","8,079","17,179",380,"146,721"
201204,서울특별시 양천구,CNG,비사업용,18,2,12,0,32
201204,서울특별시 양천구,CNG,사업용,23,667,0,0,690
201204,서울특별시 양천구,경유,비사업용,"22,911","4,224","12,192",90,"39,417"
201204,서울특별시 양천구,경유,사업용,27,290,"2,089",289,"2,695"
201204,서울특별시 양천구,기타연료,비사업용,3,12,36,1,52
201204,서울특별시 양천구,기타연료,사업용,0,0,71,0,71
201204,서울특별시 양천구,엘피지,비사업용,"11,241","2,816","2,358",0,"16,415"
201204,서울특별시 양천구,엘피지,사업용,"4,981",7,361,0,"5,349"
201204,서울특별시 양천구,전기,비사업용,1,0,0,0,1
201204,서울특별시 양천구,하이브리드(LPG+전기),비사업용,106,0,0,0,106
201204,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,254,0,0,0,254
201204,서울특별시 양천구,휘발유,비사업용,"33,679",15,20,0,"33,714"
201204,서울특별시 양천구,휘발유,사업용,51,0,0,0,51
201204,서울특별시 양천구,휘발유(무연),비사업용,"47,759",46,39,0,"47,844"
201204,서울특별시 양천구,휘발유(무연),사업용,28,0,1,0,29
201204,서울특별시 양천구,휘발유(유연),비사업용,1,0,0,0,1
201205,서울특별시 양천구,계,계,"121,176","8,026","17,146",386,"146,734"
201205,서울특별시 양천구,CNG,비사업용,20,2,12,0,34
201205,서울특별시 양천구,CNG,사업용,24,667,0,0,691
201205,서울특별시 양천구,경유,비사업용,"23,031","4,213","12,168",90,"39,502"
201205,서울특별시 양천구,경유,사업용,26,297,"2,091",295,"2,709"
201205,서울특별시 양천구,기타연료,비사업용,3,12,36,1,52
201205,서울특별시 양천구,기타연료,사업용,0,0,71,0,71
201205,서울특별시 양천구,엘피지,비사업용,"11,246","2,767","2,348",0,"16,361"
201205,서울특별시 양천구,엘피지,사업용,"4,979",7,360,0,"5,346"
201205,서울특별시 양천구,전기,비사업용,1,0,0,0,1
201205,서울특별시 양천구,하이브리드(LPG+전기),비사업용,106,0,0,0,106
201205,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,275,0,0,0,275
201205,서울특별시 양천구,휘발유,비사업용,"33,737",15,20,0,"33,772"
201205,서울특별시 양천구,휘발유,사업용,52,0,0,0,52
201205,서울특별시 양천구,휘발유(무연),비사업용,"47,646",46,39,0,"47,731"
201205,서울특별시 양천구,휘발유(무연),사업용,28,0,1,0,29
201205,서울특별시 양천구,휘발유(유연),비사업용,2,0,0,0,2
201206,서울특별시 양천구,계,계,"121,295","8,034","17,133",391,"146,853"
201206,서울특별시 양천구,CNG,비사업용,22,2,12,0,36
201206,서울특별시 양천구,CNG,사업용,24,667,0,0,691
201206,서울특별시 양천구,경유,비사업용,"23,204","4,209","12,166",91,"39,670"
201206,서울특별시 양천구,경유,사업용,27,355,"2,101",299,"2,782"
201206,서울특별시 양천구,기타연료,비사업용,3,12,38,1,54
201206,서울특별시 양천구,기타연료,사업용,0,0,70,0,70
201206,서울특별시 양천구,엘피지,비사업용,"11,224","2,721","2,329",0,"16,274"
201206,서울특별시 양천구,엘피지,사업용,"4,970",7,357,0,"5,334"
201206,서울특별시 양천구,전기,비사업용,1,0,0,0,1
201206,서울특별시 양천구,하이브리드(LPG+전기),비사업용,104,0,0,0,104
201206,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,296,0,0,0,296
201206,서울특별시 양천구,휘발유,비사업용,"33,758",17,21,0,"33,796"
201206,서울특별시 양천구,휘발유,사업용,50,0,0,0,50
201206,서울특별시 양천구,휘발유(무연),비사업용,"47,581",44,38,0,"47,663"
201206,서울특별시 양천구,휘발유(무연),사업용,29,0,1,0,30
201206,서울특별시 양천구,휘발유(유연),비사업용,2,0,0,0,2
201207,서울특별시 양천구,계,계,"121,391","8,061","17,193",391,"147,036"
201207,서울특별시 양천구,CNG,비사업용,22,2,12,0,36
201207,서울특별시 양천구,CNG,사업용,24,667,0,0,691
201207,서울특별시 양천구,경유,비사업용,"23,352","4,205","12,209",91,"39,857"
201207,서울특별시 양천구,경유,사업용,27,424,"2,143",299,"2,893"
201207,서울특별시 양천구,기타연료,비사업용,3,12,38,1,54
201207,서울특별시 양천구,기타연료,사업용,0,0,69,0,69
201207,서울특별시 양천구,엘피지,비사업용,"11,243","2,684","2,311",0,"16,238"
201207,서울특별시 양천구,엘피지,사업용,"5,001",7,351,0,"5,359"
201207,서울특별시 양천구,전기,비사업용,1,0,0,0,1
201207,서울특별시 양천구,하이브리드(LPG+전기),비사업용,105,0,0,0,105
201207,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,325,0,0,0,325
201207,서울특별시 양천구,휘발유,비사업용,"33,772",16,21,0,"33,809"
201207,서울특별시 양천구,휘발유,사업용,54,0,0,0,54
201207,서울특별시 양천구,휘발유(무연),비사업용,"47,430",44,38,0,"47,512"
201207,서울특별시 양천구,휘발유(무연),사업용,30,0,1,0,31
201207,서울특별시 양천구,휘발유(유연),비사업용,2,0,0,0,2
201208,서울특별시 양천구,계,계,"121,302","8,040","17,124",400,"146,866"
201208,서울특별시 양천구,CNG,비사업용,20,2,12,0,34
201208,서울특별시 양천구,CNG,사업용,24,673,0,0,697
201208,서울특별시 양천구,경유,비사업용,"23,442","4,209","12,171",93,"39,915"
201208,서울특별시 양천구,경유,사업용,27,425,"2,145",306,"2,903"
201208,서울특별시 양천구,기타연료,비사업용,3,14,40,1,58
201208,서울특별시 양천구,기타연료,사업용,0,0,53,0,53
201208,서울특별시 양천구,엘피지,비사업용,"11,201","2,650","2,295",0,"16,146"
201208,서울특별시 양천구,엘피지,사업용,"4,965",7,350,0,"5,322"
201208,서울특별시 양천구,전기,비사업용,1,0,0,0,1
201208,서울특별시 양천구,하이브리드(LPG+전기),비사업용,107,0,0,0,107
201208,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,341,0,0,0,341
201208,서울특별시 양천구,휘발유,비사업용,"33,789",15,20,0,"33,824"
201208,서울특별시 양천구,휘발유,사업용,51,0,0,0,51
201208,서울특별시 양천구,휘발유(무연),비사업용,"47,299",45,37,0,"47,381"
201208,서울특별시 양천구,휘발유(무연),사업용,30,0,1,0,31
201208,서울특별시 양천구,휘발유(유연),비사업용,2,0,0,0,2
201209,서울특별시 양천구,계,계,"121,428","8,006","17,143",402,"146,979"
201209,서울특별시 양천구,CNG,비사업용,21,2,12,0,35
201209,서울특별시 양천구,CNG,사업용,24,673,0,0,697
201209,서울특별시 양천구,경유,비사업용,"23,559","4,203","12,193",92,"40,047"
201209,서울특별시 양천구,경유,사업용,29,424,"2,163",309,"2,925"
201209,서울특별시 양천구,기타연료,비사업용,3,14,40,1,58
201209,서울특별시 양천구,기타연료,사업용,0,0,52,0,52
201209,서울특별시 양천구,엘피지,비사업용,"11,191","2,623","2,282",0,"16,096"
201209,서울특별시 양천구,엘피지,사업용,"4,954",7,343,0,"5,304"
201209,서울특별시 양천구,전기,비사업용,1,0,0,0,1
201209,서울특별시 양천구,하이브리드(LPG+전기),비사업용,108,0,0,0,108
201209,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,374,0,0,0,374
201209,서울특별시 양천구,휘발유,비사업용,"33,879",14,19,0,"33,912"
201209,서울특별시 양천구,휘발유,사업용,49,0,0,0,49
201209,서울특별시 양천구,휘발유(무연),비사업용,"47,205",46,38,0,"47,289"
201209,서울특별시 양천구,휘발유(무연),사업용,29,0,1,0,30
201209,서울특별시 양천구,휘발유(유연),비사업용,2,0,0,0,2
201210,서울특별시 양천구,계,계,"121,454","7,982","17,049",399,"146,884"
201210,서울특별시 양천구,CNG,비사업용,22,2,12,0,36
201210,서울특별시 양천구,CNG,사업용,24,673,0,0,697
201210,서울특별시 양천구,경유,비사업용,"23,666","4,194","12,123",92,"40,075"
201210,서울특별시 양천구,경유,사업용,30,441,"2,165",305,"2,941"
201210,서울특별시 양천구,기타연료,비사업용,3,14,42,1,60
201210,서울특별시 양천구,기타연료,사업용,0,0,52,0,52
201210,서울특별시 양천구,엘피지,비사업용,"11,165","2,592","2,251",1,"16,009"
201210,서울특별시 양천구,엘피지,사업용,"4,958",7,346,0,"5,311"
201210,서울특별시 양천구,전기,비사업용,1,0,0,0,1
201210,서울특별시 양천구,하이브리드(LPG+전기),비사업용,108,0,0,0,108
201210,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,405,0,0,0,405
201210,서울특별시 양천구,휘발유,비사업용,"33,874",14,19,0,"33,907"
201210,서울특별시 양천구,휘발유,사업용,49,0,0,0,49
201210,서울특별시 양천구,휘발유(무연),비사업용,"47,118",45,38,0,"47,201"
201210,서울특별시 양천구,휘발유(무연),사업용,29,0,1,0,30
201210,서울특별시 양천구,휘발유(유연),비사업용,2,0,0,0,2
201211,서울특별시 양천구,계,계,"121,511","7,966","17,046",404,"146,927"
201211,서울특별시 양천구,CNG,비사업용,21,2,13,0,36
201211,서울특별시 양천구,CNG,사업용,23,667,0,0,690
201211,서울특별시 양천구,경유,비사업용,"23,797","4,209","12,160",92,"40,258"
201211,서울특별시 양천구,경유,사업용,31,449,"2,140",310,"2,930"
201211,서울특별시 양천구,기타연료,비사업용,3,15,44,1,63
201211,서울특별시 양천구,기타연료,사업용,0,0,53,0,53
201211,서울특별시 양천구,엘피지,비사업용,"11,140","2,561","2,229",1,"15,931"
201211,서울특별시 양천구,엘피지,사업용,"4,873",6,349,0,"5,228"
201211,서울특별시 양천구,전기,비사업용,1,0,0,0,1
201211,서울특별시 양천구,하이브리드(LPG+전기),비사업용,113,0,0,0,113
201211,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,443,0,0,0,443
201211,서울특별시 양천구,휘발유,비사업용,"33,858",14,19,0,"33,891"
201211,서울특별시 양천구,휘발유,사업용,49,0,0,0,49
201211,서울특별시 양천구,휘발유(무연),비사업용,"47,126",43,38,0,"47,207"
201211,서울특별시 양천구,휘발유(무연),사업용,31,0,1,0,32
201211,서울특별시 양천구,휘발유(유연),비사업용,2,0,0,0,2
201212,서울특별시 양천구,계,계,"121,546","7,922","16,986",413,"146,867"
201212,서울특별시 양천구,CNG,비사업용,21,2,13,0,36
201212,서울특별시 양천구,CNG,사업용,23,668,0,0,691
201212,서울특별시 양천구,경유,비사업용,"23,890","4,213","12,153",101,"40,357"
201212,서울특별시 양천구,경유,사업용,32,448,"2,125",310,"2,915"
201212,서울특별시 양천구,기타연료,비사업용,3,14,44,1,62
201212,서울특별시 양천구,기타연료,사업용,0,0,53,0,53
201212,서울특별시 양천구,엘피지,비사업용,"11,105","2,516","2,200",1,"15,822"
201212,서울특별시 양천구,엘피지,사업용,"4,871",5,340,0,"5,216"
201212,서울특별시 양천구,전기,비사업용,1,0,0,0,1
201212,서울특별시 양천구,하이브리드(LPG+전기),비사업용,117,0,0,0,117
201212,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,466,0,0,0,466
201212,서울특별시 양천구,휘발유,비사업용,"33,928",14,19,0,"33,961"
201212,서울특별시 양천구,휘발유,사업용,49,0,0,0,49
201212,서울특별시 양천구,휘발유(무연),비사업용,"47,007",42,38,0,"47,087"
201212,서울특별시 양천구,휘발유(무연),사업용,31,0,1,0,32
201212,서울특별시 양천구,휘발유(유연),비사업용,2,0,0,0,2
201301,서울특별시 양천구,계,계,"121,877","7,887","16,973",415,"147,152"
201301,서울특별시 양천구,CNG,비사업용,21,2,13,0,36
201301,서울특별시 양천구,CNG,사업용,23,668,0,0,691
201301,서울특별시 양천구,경유,비사업용,"24,126","4,215","12,177",101,"40,619"
201301,서울특별시 양천구,경유,사업용,33,450,"2,087",312,"2,882"
201301,서울특별시 양천구,기타연료,비사업용,3,15,44,1,63
201301,서울특별시 양천구,기타연료,사업용,0,0,53,0,53
201301,서울특별시 양천구,엘피지,비사업용,"11,090","2,476","2,203",1,"15,770"
201301,서울특별시 양천구,엘피지,사업용,"4,861",5,337,0,"5,203"
201301,서울특별시 양천구,전기,비사업용,1,0,0,0,1
201301,서울특별시 양천구,하이브리드(LPG+전기),비사업용,117,0,0,0,117
201301,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,485,0,0,0,485
201301,서울특별시 양천구,휘발유,비사업용,"33,989",14,20,0,"34,023"
201301,서울특별시 양천구,휘발유,사업용,48,0,0,0,48
201301,서울특별시 양천구,휘발유(무연),비사업용,"47,048",42,38,0,"47,128"
201301,서울특별시 양천구,휘발유(무연),사업용,30,0,1,0,31
201301,서울특별시 양천구,휘발유(유연),비사업용,2,0,0,0,2
201302,서울특별시 양천구,계,계,"121,940","7,833","16,964",417,"147,154"
201302,서울특별시 양천구,CNG,비사업용,21,2,13,0,36
201302,서울특별시 양천구,CNG,사업용,24,668,0,0,692
201302,서울특별시 양천구,경유,비사업용,"24,249","4,207","12,185",99,"40,740"
201302,서울특별시 양천구,경유,사업용,34,445,"2,085",316,"2,880"
201302,서울특별시 양천구,기타연료,비사업용,3,15,45,1,64
201302,서울특별시 양천구,기타연료,사업용,0,0,53,0,53
201302,서울특별시 양천구,엘피지,비사업용,"11,074","2,433","2,189",1,"15,697"
201302,서울특별시 양천구,엘피지,사업용,"4,828",5,335,0,"5,168"
201302,서울특별시 양천구,전기,비사업용,1,0,0,0,1
201302,서울특별시 양천구,하이브리드(LPG+전기),비사업용,120,0,0,0,120
201302,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,500,0,0,0,500
201302,서울특별시 양천구,휘발유,비사업용,"34,012",14,20,0,"34,046"
201302,서울특별시 양천구,휘발유,사업용,48,2,0,0,50
201302,서울특별시 양천구,휘발유(무연),비사업용,"46,994",42,38,0,"47,074"
201302,서울특별시 양천구,휘발유(무연),사업용,30,0,1,0,31
201302,서울특별시 양천구,휘발유(유연),비사업용,2,0,0,0,2
201303,서울특별시 양천구,계,계,"121,919","7,824","16,930",417,"147,090"
201303,서울특별시 양천구,CNG,비사업용,20,2,13,0,35
201303,서울특별시 양천구,CNG,사업용,23,668,0,0,691
201303,서울특별시 양천구,경유,비사업용,"24,359","4,228","12,177",100,"40,864"
201303,서울특별시 양천구,경유,사업용,34,447,"2,088",315,"2,884"
201303,서울특별시 양천구,기타연료,비사업용,3,16,46,1,66
201303,서울특별시 양천구,기타연료,사업용,0,0,52,0,52
201303,서울특별시 양천구,엘피지,비사업용,"11,051","2,400","2,161",1,"15,613"
201303,서울특별시 양천구,엘피지,사업용,"4,836",5,333,0,"5,174"
201303,서울특별시 양천구,전기,비사업용,1,0,0,0,1
201303,서울특별시 양천구,하이브리드(LPG+전기),비사업용,118,0,0,0,118
201303,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,521,0,0,0,521
201303,서울특별시 양천구,휘발유,비사업용,"34,043",15,20,0,"34,078"
201303,서울특별시 양천구,휘발유,사업용,45,2,0,0,47
201303,서울특별시 양천구,휘발유(무연),비사업용,"46,833",41,39,0,"46,913"
201303,서울특별시 양천구,휘발유(무연),사업용,30,0,1,0,31
201303,서울특별시 양천구,휘발유(유연),비사업용,2,0,0,0,2
201304,서울특별시 양천구,계,계,"121,849","7,801","17,033",418,"147,101"
201304,서울특별시 양천구,CNG,비사업용,20,2,13,0,35
201304,서울특별시 양천구,CNG,사업용,23,669,0,0,692
201304,서울특별시 양천구,경유,비사업용,"24,421","4,235","12,311",99,"41,066"
201304,서울특별시 양천구,경유,사업용,35,451,"2,093",317,"2,896"
201304,서울특별시 양천구,기타연료,비사업용,3,14,47,1,65
201304,서울특별시 양천구,기타연료,사업용,0,0,51,0,51
201304,서울특별시 양천구,엘피지,비사업용,"11,059","2,365","2,128",1,"15,553"
201304,서울특별시 양천구,엘피지,사업용,"4,805",5,330,0,"5,140"
201304,서울특별시 양천구,전기,비사업용,1,0,0,0,1
201304,서울특별시 양천구,하이브리드(LPG+전기),비사업용,121,0,0,0,121
201304,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,538,0,0,0,538
201304,서울특별시 양천구,휘발유,비사업용,"34,040",14,20,0,"34,074"
201304,서울특별시 양천구,휘발유,사업용,45,5,0,0,50
201304,서울특별시 양천구,휘발유(무연),비사업용,"46,706",41,39,0,"46,786"
201304,서울특별시 양천구,휘발유(무연),사업용,30,0,1,0,31
201304,서울특별시 양천구,휘발유(유연),비사업용,2,0,0,0,2
201305,서울특별시 양천구,계,계,"121,859","7,786","16,984",415,"147,044"
201305,서울특별시 양천구,CNG,비사업용,21,2,13,0,36
201305,서울특별시 양천구,CNG,사업용,23,669,0,0,692
201305,서울특별시 양천구,경유,비사업용,"24,515","4,239","12,253",97,"41,104"
201305,서울특별시 양천구,경유,사업용,35,461,"2,112",316,"2,924"
201305,서울특별시 양천구,기타연료,비사업용,3,13,47,1,64
201305,서울특별시 양천구,기타연료,사업용,0,0,51,0,51
201305,서울특별시 양천구,엘피지,비사업용,"11,034","2,337","2,112",1,"15,484"
201305,서울특별시 양천구,엘피지,사업용,"4,818",5,336,0,"5,159"
201305,서울특별시 양천구,전기,비사업용,1,0,0,0,1
201305,서울특별시 양천구,하이브리드(LPG+전기),비사업용,122,0,0,0,122
201305,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,567,0,0,0,567
201305,서울특별시 양천구,휘발유,비사업용,"34,035",13,20,0,"34,068"
201305,서울특별시 양천구,휘발유,사업용,43,6,0,0,49
201305,서울특별시 양천구,휘발유(무연),비사업용,"46,612",41,39,0,"46,692"
201305,서울특별시 양천구,휘발유(무연),사업용,28,0,1,0,29
201305,서울특별시 양천구,휘발유(유연),비사업용,2,0,0,0,2
201306,서울특별시 양천구,계,계,"121,871","7,750","17,005",415,"147,041"
201306,서울특별시 양천구,CNG,비사업용,21,2,13,0,36
201306,서울특별시 양천구,CNG,사업용,23,669,0,0,692
201306,서울특별시 양천구,경유,비사업용,"24,694","4,237","12,223",96,"41,250"
201306,서울특별시 양천구,경유,사업용,33,464,"2,173",317,"2,987"
201306,서울특별시 양천구,기타연료,비사업용,3,12,47,1,63
201306,서울특별시 양천구,기타연료,사업용,0,0,52,0,52
201306,서울특별시 양천구,엘피지,비사업용,"10,982","2,301","2,100",1,"15,384"
201306,서울특별시 양천구,엘피지,사업용,"4,818",5,337,0,"5,160"
201306,서울특별시 양천구,전기,비사업용,1,0,0,0,1
201306,서울특별시 양천구,하이브리드(LPG+전기),비사업용,122,0,0,0,122
201306,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,588,0,0,0,588
201306,서울특별시 양천구,휘발유,비사업용,"34,032",13,20,0,"34,065"
201306,서울특별시 양천구,휘발유,사업용,43,6,0,0,49
201306,서울특별시 양천구,휘발유(무연),비사업용,"46,482",41,39,0,"46,562"
201306,서울특별시 양천구,휘발유(무연),사업용,27,0,1,0,28
201306,서울특별시 양천구,휘발유(유연),비사업용,2,0,0,0,2
201307,서울특별시 양천구,계,계,"122,108","7,747","17,000",420,"147,275"
201307,서울특별시 양천구,CNG,비사업용,21,2,13,0,36
201307,서울특별시 양천구,CNG,사업용,23,669,0,0,692
201307,서울특별시 양천구,경유,비사업용,"24,825","4,245","12,230",99,"41,399"
201307,서울특별시 양천구,경유,사업용,35,471,"2,180",319,"3,005"
201307,서울특별시 양천구,기타연료,비사업용,3,14,48,1,66
201307,서울특별시 양천구,기타연료,사업용,0,0,52,0,52
201307,서울특별시 양천구,엘피지,비사업용,"10,991","2,278","2,084",1,"15,354"
201307,서울특별시 양천구,엘피지,사업용,"4,934",5,333,0,"5,272"
201307,서울특별시 양천구,전기,비사업용,1,0,0,0,1
201307,서울특별시 양천구,하이브리드(LPG+전기),비사업용,120,0,0,0,120
201307,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,605,0,0,0,605
201307,서울특별시 양천구,휘발유,비사업용,"34,094",13,20,0,"34,127"
201307,서울특별시 양천구,휘발유,사업용,46,8,0,0,54
201307,서울특별시 양천구,휘발유(무연),비사업용,"46,382",42,39,0,"46,463"
201307,서울특별시 양천구,휘발유(무연),사업용,26,0,1,0,27
201307,서울특별시 양천구,휘발유(유연),비사업용,2,0,0,0,2
201308,서울특별시 양천구,계,계,"122,255","7,725","17,014",414,"147,408"
201308,서울특별시 양천구,CNG,비사업용,21,2,13,0,36
201308,서울특별시 양천구,CNG,사업용,23,669,0,0,692
201308,서울특별시 양천구,경유,비사업용,"24,972","4,246","12,267",95,"41,580"
201308,서울특별시 양천구,경유,사업용,35,473,"2,172",317,"2,997"
201308,서울특별시 양천구,기타연료,비사업용,3,15,49,1,68
201308,서울특별시 양천구,기타연료,사업용,0,0,52,0,52
201308,서울특별시 양천구,엘피지,비사업용,"10,973","2,250","2,070",1,"15,294"
201308,서울특별시 양천구,엘피지,사업용,"4,924",5,331,0,"5,260"
201308,서울특별시 양천구,전기,비사업용,1,0,0,0,1
201308,서울특별시 양천구,하이브리드(LPG+전기),비사업용,118,0,0,0,118
201308,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,621,0,0,0,621
201308,서울특별시 양천구,휘발유,비사업용,"34,172",14,21,0,"34,207"
201308,서울특별시 양천구,휘발유,사업용,46,9,0,0,55
201308,서울특별시 양천구,휘발유(무연),비사업용,"46,317",42,38,0,"46,397"
201308,서울특별시 양천구,휘발유(무연),사업용,27,0,1,0,28
201308,서울특별시 양천구,휘발유(유연),비사업용,2,0,0,0,2
201309,서울특별시 양천구,계,계,"122,297","7,678","16,811",415,"147,201"
201309,서울특별시 양천구,CNG,비사업용,22,2,13,0,37
201309,서울특별시 양천구,CNG,사업용,23,669,0,0,692
201309,서울특별시 양천구,경유,비사업용,"25,084","4,210","12,096",96,"41,486"
201309,서울특별시 양천구,경유,사업용,35,484,"2,174",317,"3,010"
201309,서울특별시 양천구,기타연료,비사업용,3,15,44,1,63
201309,서울특별시 양천구,기타연료,사업용,0,0,52,0,52
201309,서울특별시 양천구,엘피지,비사업용,"10,951","2,231","2,049",1,"15,232"
201309,서울특별시 양천구,엘피지,사업용,"4,930",0,324,0,"5,254"
201309,서울특별시 양천구,전기,비사업용,1,0,0,0,1
201309,서울특별시 양천구,하이브리드(LPG+전기),비사업용,114,0,0,0,114
201309,서울특별시 양천구,하이브리드(휘발유+전기),비사업용,635,0,0,0,635
201309,서울특별시 양천구,휘발유,비사업용,"34,170",15,21,0,"34,206"
201309,서울특별시 양천구,휘발유,사업용,46,10,0,0,56
201309,서울특별시 양천구,휘발유(무연),비사업용,"46,254",42,37,0,"46,333"
201309,서울특별시 양천구,휘발유(무연),사업용,27,0,1,0,28
201309,서울특별시 양천구,휘발유(유연),비사업용,2,0,0,0,2
201310,서울특별시 양천구,계,계,"122,409","7,656","16,811",416,"147,292"
201310,서울특별시 양천구,CNG,비사업용,24,2,14,0,40
201310,서울특별시 양천구,CNG,사업용,23,669,0,0,692
201310,서울특별시 양천구,경유,비사업용,"25,324","4,202","12,121",96,"41,743"
201310,서울특별시 양천구,경유,사업용,35,493,"2,170",318,"3,016"
201310,서울특별시 양천구,기타연료,비사업용,3,18,43,1,65
201310,서울특별시 양천구,기타연료,사업용,0,0,52,0,52
201310,서울특별시 양천구,엘피지,비사업용,"10,929","2,205","2,020",1,"15,155"
201310,서울특별시 양천구,엘피지,사업용,"4,901",0,330,0,"5,231"
201310,서울특별시 양천구,전기,비사업용,1,0,0,0,1
201310,서울특별시 양천구,하이브리드(LPG+전기),비사업용,112,0,0,0,112
